;date;average_price;total_volume;gala;fuji;granny_smith;total_bags;s_bags;l_bags;xl_bags;type;region
4;29/11/2015;0.97;261582804;179711009;27370642;1226075;53275078;28056893;25213955;4230;conventional;Southeast
5;22/11/2015;0.98;266755184;179950102;28506590;1373685;56924807;31982173;24939608;3026;conventional;Southeast
6;15/11/2015;1.16;224268820;145520228;29462008;2081534;47205050;31384553;15818680;1817;conventional;Southeast
7;08/11/2015;1.16;219776370;142031878;29808199;2568297;45367996;30965275;14397869;4852;conventional;Southeast
8;01/11/2015;0.98;322704919;205875430;47231067;3127737;66470685;35318852;31150315;1518;conventional;Southeast
9;25/10/2015;1.16;221171676;127866060;39345925;2882813;51076878;32967220;18106312;3346;conventional;Southeast
10;18/10/2015;1.15;227463859;127418516;42623727;2837194;54584422;35576319;19003831;4272;conventional;Southeast
11;11/10/2015;0.97;317982467;181014155;57973664;3493057;75501591;35670771;39828071;2749;conventional;Southeast
12;04/10/2015;0.98;325965928;190990124;59164018;2599526;73212260;34071796;39137716;2748;conventional;Southeast
13;27/09/2015;1.17;231405746;126645071;51900676;3383437;49476562;30749433;18725298;1831;conventional;Southeast
14;20/09/2015;0.96;349641209;200038063;66355432;2793194;80454520;38266689;42170140;17691;conventional;Southeast
15;13/09/2015;1.15;248665471;131728312;53441271;2677637;60818251;39711208;21103390;3653;conventional;Southeast
16;06/09/2015;0.97;375071449;217532340;65027011;4350727;88161371;47204007;40943079;14285;conventional;Southeast
17;30/08/2015;1.19;254463050;142279776;46425181;3161881;62596212;48965049;13618425;12738;conventional;Southeast
18;23/08/2015;1.16;258070547;142307589;47797575;3551475;64413908;52013123;12396856;3929;conventional;Southeast
19;16/08/2015;1.16;276639111;161520993;43101610;5515831;66500677;52901385;13588751;10541;conventional;Southeast
20;09/08/2015;1;380485111;243027264;49899143;7963192;79595512;52554982;27016246;24284;conventional;Southeast
21;02/08/2015;1.18;267463313;153927245;43013396;8114470;62408202;50227830;12170826;9546;conventional;Southeast
22;26/07/2015;1.15;274294966;161566084;42456081;7853049;62419752;51549385;10870367;0;conventional;Southeast
23;19/07/2015;0.99;381095039;250772620;51535868;7756144;71030407;47172989;23857418;0;conventional;Southeast
24;12/07/2015;1.17;274874596;157824311;46784898;7289771;62975616;50141501;12774254;59861;conventional;Southeast
25;05/07/2015;0.99;429528016;271360049;59227923;9711162;89228882;62142586;27080726;5570;conventional;Southeast
26;28/06/2015;1.14;302604811;172163323;46403418;5967947;78070123;64810594;13233536;25993;conventional;Southeast
27;21/06/2015;0.97;401938471;260262394;46224335;6263460;89188282;61912921;27264003;11358;conventional;Southeast
28;14/06/2015;1.15;302182581;191073686;31507910;4658563;74942422;61144068;13787892;10462;conventional;Southeast
29;07/06/2015;0.99;400312177;286282358;29451959;2623645;81954215;55143271;26810073;871;conventional;Southeast
30;31/05/2015;1.17;288450774;204888009;20698230;2567113;60297422;47333930;12959725;3767;conventional;Southeast
31;24/05/2015;1;429851496;320953378;31117656;3051018;74729444;45733888;28993234;2322;conventional;Southeast
32;17/05/2015;1.15;293617363;209827146;21186836;2612770;59990611;47099266;12891345;0;conventional;Southeast
33;10/05/2015;1.17;296377780;216778163;21242204;2444063;55913350;43705569;12207781;0;conventional;Southeast
34;03/05/2015;0.97;498627076;368227746;38380395;4006412;88012523;49613695;38260634;138194;conventional;Southeast
35;26/04/2015;1.16;301122549;217018885;22078147;2384472;59641045;46169275;13326353;145417;conventional;Southeast
36;19/04/2015;1.14;285715651;201444363;21421814;2368496;60480978;45579550;14901428;0;conventional;Southeast
37;12/04/2015;1;378150491;280117962;29273349;2347111;66412069;37156932;29255137;0;conventional;Southeast
38;05/04/2015;1.08;314045617;225766921;25273798;2613734;60391164;38748375;21554456;88333;conventional;Southeast
39;29/03/2015;1.16;255892523;180428266;20504111;2322470;52637676;37930543;14707133;0;conventional;Southeast
40;22/03/2015;0.98;386745383;282370805;29977004;2157050;72240524;44794927;27443521;2076;conventional;Southeast
41;15/03/2015;1.21;260234155;186522072;21182287;2579272;49950524;37557297;12387582;5645;conventional;Southeast
42;08/03/2015;1.18;264258173;189400238;19931795;2068377;52857763;41360379;11497384;0;conventional;Southeast
43;01/03/2015;1.01;363317413;268206560;28150289;1942967;65017597;39651264;25366035;298;conventional;Southeast
44;22/02/2015;1.11;279619576;196071306;23652037;3446649;56449584;43776390;12673194;0;conventional;Southeast
45;15/02/2015;1.16;255856378;182056415;21933678;2170604;49695681;29518336;20177345;0;conventional;Southeast
46;08/02/2015;1.11;257397363;187166173;22603973;1831004;45796213;27276732;18519481;0;conventional;Southeast
47;01/02/2015;0.93;492404979;365633895;45119473;4025876;77625735;35914548;41711187;0;conventional;Southeast
48;25/01/2015;1.15;277800082;199097847;26602434;1860092;50239709;28114142;22125567;0;conventional;Southeast
49;18/01/2015;1.19;259578366;181584703;27369584;2200431;48423648;25854190;22569458;0;conventional;Southeast
50;11/01/2015;1.18;243329561;166701292;26902702;2191853;47533714;26016400;21517314;0;conventional;Southeast
51;04/01/2015;0.98;320411216;229606927;32037363;1893842;56873084;28782014;28091070;0;conventional;Southeast
0;27/12/2015;1.05;6709938;2057716;2159244;288997;2203981;2190009;0;13972;conventional;Spokane
1;20/12/2015;1.12;6155562;1781926;1657675;266037;2449924;2449924;0;0;conventional;Spokane
2;13/12/2015;0.99;6743118;2222924;2073868;218959;2227367;2226939;428;0;conventional;Spokane
3;06/12/2015;0.85;10023367;1878000;3923439;275878;3946050;3894679;51371;0;conventional;Spokane
4;29/11/2015;1.17;5143209;1687693;1682684;252385;1520447;1520447;0;0;conventional;Spokane
5;22/11/2015;1.12;5601343;1753551;2180606;267175;1400011;1400011;0;0;conventional;Spokane
6;15/11/2015;1;8439893;1712198;3886794;201377;2639524;2639524;0;0;conventional;Spokane
7;08/11/2015;1.08;6382122;1931513;2620773;218203;1611633;1611633;0;0;conventional;Spokane
8;01/11/2015;1.13;6015168;2026248;2380185;242884;1365851;1365851;0;0;conventional;Spokane
9;25/10/2015;1.08;6685257;1661808;3338928;207374;1477147;1472074;5073;0;conventional;Spokane
10;18/10/2015;1.13;6073292;1656204;3093655;193549;1129884;1129884;0;0;conventional;Spokane
11;11/10/2015;0.94;8858007;1128975;5687837;193290;1847905;1847905;0;0;conventional;Spokane
12;04/10/2015;0.99;7751475;1833190;4747102;165716;1005467;1005467;0;0;conventional;Spokane
13;27/09/2015;1.09;6390290;2543153;2373571;219624;1253942;1253942;0;0;conventional;Spokane
14;20/09/2015;1.05;7950308;2071872;4234260;432713;1211463;1211463;0;0;conventional;Spokane
15;13/09/2015;1.03;7877130;3957215;2406527;265799;1247589;1247589;0;0;conventional;Spokane
16;06/09/2015;1.08;6710152;3223574;1815373;389168;1282037;1282037;0;0;conventional;Spokane
17;30/08/2015;1.11;6117691;3127484;1665171;382056;942980;942772;208;0;conventional;Spokane
18;23/08/2015;1.08;8433373;3444125;3545467;249782;1193999;1186939;7060;0;conventional;Spokane
19;16/08/2015;1.15;7239209;3336336;2597027;310808;995038;995038;0;0;conventional;Spokane
20;09/08/2015;1.21;7035129;3221337;2311449;326180;1176163;1176163;0;0;conventional;Spokane
21;02/08/2015;1.19;7483974;3524208;2445369;318946;1195451;1195451;0;0;conventional;Spokane
22;26/07/2015;1.18;7115024;3359219;2229364;320353;1206088;1206088;0;0;conventional;Spokane
23;19/07/2015;1.16;7730534;3975066;2316936;291003;1147529;1147529;0;0;conventional;Spokane
24;12/07/2015;1.05;8631890;4514665;2370342;371404;1375479;1359470;16009;0;conventional;Spokane
25;05/07/2015;1.22;9119599;4312113;3005965;642229;1159292;1124514;34778;0;conventional;Spokane
26;28/06/2015;1.2;8127647;3830360;2666048;636768;994471;994471;0;0;conventional;Spokane
27;21/06/2015;1.12;8473931;3351317;3378994;466582;1277038;1277038;0;0;conventional;Spokane
28;14/06/2015;1.13;8857912;3698068;3554822;342877;1262145;1262145;0;0;conventional;Spokane
29;07/06/2015;1.19;7973385;4053499;2627171;374452;918263;918263;0;0;conventional;Spokane
30;31/05/2015;1.08;8246970;4202799;2433427;331034;1279710;1279710;0;0;conventional;Spokane
31;24/05/2015;1.07;9266444;4105809;3367994;356433;1436208;1436208;0;0;conventional;Spokane
32;17/05/2015;1.09;7799678;3687996;2411051;429538;1271093;1271093;0;0;conventional;Spokane
33;10/05/2015;1.03;9561523;4646769;3170317;307194;1437243;1219259;217984;0;conventional;Spokane
34;03/05/2015;0.98;10805154;4409443;4851136;313335;1231240;1212723;18517;0;conventional;Spokane
35;26/04/2015;1.08;8044394;4120897;2409405;259712;1254380;1254380;0;0;conventional;Spokane
36;19/04/2015;1.03;9137933;3196544;4207281;278329;1455779;1455779;0;0;conventional;Spokane
37;12/04/2015;1.21;6452974;2769212;2328152;305726;1049884;1049884;0;0;conventional;Spokane
38;05/04/2015;1.15;7368106;3052969;2990280;307343;1017514;1009070;8444;0;conventional;Spokane
39;29/03/2015;1.12;7499931;3645147;2680047;205136;969601;937601;32000;0;conventional;Spokane
40;22/03/2015;1.1;7472533;3296085;2845780;240038;1090630;1090630;0;0;conventional;Spokane
41;15/03/2015;1.19;7176604;3252850;2639131;396768;887855;887855;0;0;conventional;Spokane
42;08/03/2015;1.18;6984858;3518421;2443293;271319;751825;751421;404;0;conventional;Spokane
43;01/03/2015;1.03;8830441;2680027;4470774;286992;1392648;1380514;12134;0;conventional;Spokane
44;22/02/2015;1.03;8529541;2537099;4529188;253735;1209519;1209519;0;0;conventional;Spokane
45;15/02/2015;1.24;5786958;2400840;2272392;268392;845334;831963;13371;0;conventional;Spokane
46;08/02/2015;1.03;7413925;2890101;3673653;317596;532575;513522;19053;0;conventional;Spokane
47;01/02/2015;0.97;13565636;3589725;8474131;270469;1231311;1227659;3652;0;conventional;Spokane
48;25/01/2015;1.21;6411671;2384363;2959060;267212;801036;801036;0;0;conventional;Spokane
49;18/01/2015;1.18;6960014;2845799;2971957;293327;848931;798602;50329;0;conventional;Spokane
50;11/01/2015;1.07;7069707;2197357;3599670;413175;859505;689910;169595;0;conventional;Spokane
51;04/01/2015;1;8461239;2660729;4434192;366064;1000254;955606;44648;0;conventional;Spokane
0;27/12/2015;1.1;15212137;5048176;2520685;2389;7640887;5843048;1797839;0;conventional;StLouis
1;20/12/2015;1.13;13542766;4033306;2386760;4052;7118648;5916036;1202612;0;conventional;StLouis
2;13/12/2015;0.99;16608352;6467308;2448109;7171;7685764;5587832;2097932;0;conventional;StLouis
3;06/12/2015;1.09;14754408;6048190;2522292;2718;6181208;5374231;806977;0;conventional;StLouis
4;29/11/2015;1.16;12947525;3813041;2652603;11521;6470360;5785406;684066;888;conventional;StLouis
5;22/11/2015;1.15;13498916;4011568;2700398;2345;6784605;6033115;751490;0;conventional;StLouis
6;15/11/2015;1.07;16018559;6281086;2849999;1491;6885983;6178277;707483;223;conventional;StLouis
7;08/11/2015;1.18;14803060;5427781;2952964;2508;6419807;5926938;492869;0;conventional;StLouis
8;01/11/2015;1.21;15207732;4901065;3455926;4344;6846397;6437315;408411;671;conventional;StLouis
9;25/10/2015;1.21;15126828;5237131;3703970;3792;6181935;5657905;524030;0;conventional;StLouis
10;18/10/2015;1.26;14394411;5341373;3489838;2538;5560662;5131219;428769;674;conventional;StLouis
11;11/10/2015;1.15;15901126;7764786;2562741;2801;5570798;5227519;342153;1126;conventional;StLouis
12;04/10/2015;1.23;15121939;6460333;3664305;5142;4992159;4687006;305153;0;conventional;StLouis
13;27/09/2015;1.12;17595811;9902118;3423190;6201;4264302;4059631;204671;0;conventional;StLouis
14;20/09/2015;1.24;16525503;7796904;3726987;5884;4995728;4757968;235732;2028;conventional;StLouis
15;13/09/2015;1.15;20011798;10885916;3340569;22753;5762560;5579490;169450;13620;conventional;StLouis
16;06/09/2015;1.3;18070559;8567391;3657666;7150;5838352;5829314;8813;225;conventional;StLouis
17;30/08/2015;1.32;16471678;7475164;3438684;1621;5556209;5515325;40434;450;conventional;StLouis
18;23/08/2015;1.11;20286168;11110126;3510411;3319;5662312;5660663;1199;450;conventional;StLouis
19;16/08/2015;0.88;29090605;18666912;4478917;10182;5934594;5933920;0;674;conventional;StLouis
20;09/08/2015;1.15;20079499;9251157;4787446;23092;6017804;6017356;0;448;conventional;StLouis
21;02/08/2015;1.26;18450115;7929185;4374586;400;6145944;6145720;0;224;conventional;StLouis
22;26/07/2015;1.06;21699301;12012479;3871022;2188;5813612;5813612;0;0;conventional;StLouis
23;19/07/2015;1.2;20446492;9904452;4171252;5620;6365168;6365168;0;0;conventional;StLouis
24;12/07/2015;1.13;23357970;13249039;4420419;23299;5665213;5642596;395;22222;conventional;StLouis
25;05/07/2015;1.32;22490196;9725340;5766867;2352;6995637;6931352;64285;0;conventional;StLouis
26;28/06/2015;1.17;21723417;10763108;4013734;5482;6941093;6937163;3930;0;conventional;StLouis
27;21/06/2015;1.26;19813718;8469966;3846141;5104;7492507;7492507;0;0;conventional;StLouis
28;14/06/2015;1.28;20324731;8772618;4178262;10206;7363645;7358828;0;4817;conventional;StLouis
29;07/06/2015;1.3;19466764;9296449;3845022;4186;6321107;6320671;0;436;conventional;StLouis
30;31/05/2015;1.16;24719562;14710498;3894534;873;6113657;6111345;2312;0;conventional;StLouis
31;24/05/2015;1.18;23618946;13516639;3877304;900;6224103;6223336;767;0;conventional;StLouis
32;17/05/2015;1.32;18693602;9653089;3755309;3730;5281474;5281474;0;0;conventional;StLouis
33;10/05/2015;1.25;21856294;12584603;3305099;4285;5962307;5962093;0;214;conventional;StLouis
34;03/05/2015;1.09;27508092;19098618;3625266;3239;4780969;4780969;0;0;conventional;StLouis
35;26/04/2015;1.37;17820042;8696798;4232051;1507;4889686;4889475;0;211;conventional;StLouis
36;19/04/2015;1.34;18497995;10144924;3816929;3373;4532769;4532298;471;0;conventional;StLouis
37;12/04/2015;1.21;21412511;13821506;3744177;14484;3832344;3832344;0;0;conventional;StLouis
38;05/04/2015;1.36;15946164;7797098;3454471;6797;4687798;4676242;11556;0;conventional;StLouis
39;29/03/2015;1.21;19839576;11192169;3957500;5626;4684281;4668725;15556;0;conventional;StLouis
40;22/03/2015;1.34;16332540;7799793;3769627;3992;4759128;4751351;7777;0;conventional;StLouis
41;15/03/2015;1.33;15779923;7083630;3654913;6974;5034406;5019073;15333;0;conventional;StLouis
42;08/03/2015;1.36;14752559;7395689;3185671;4839;4166360;4166360;0;0;conventional;StLouis
43;01/03/2015;1.24;17927741;9374689;3940361;10073;4602618;4601951;667;0;conventional;StLouis
44;22/02/2015;1.32;15611267;7571736;3666764;5803;4366964;4366075;889;0;conventional;StLouis
45;15/02/2015;1.23;16911865;8802248;3353037;4117;4752463;4749352;3111;0;conventional;StLouis
46;08/02/2015;1.09;21471899;14079153;3199556;4887;4188303;4188081;222;0;conventional;StLouis
47;01/02/2015;1.1;30837190;20989328;4865140;5910;4976812;4976812;0;0;conventional;StLouis
48;25/01/2015;1.17;17682049;9902078;3138154;4262;4637555;4637555;0;0;conventional;StLouis
49;18/01/2015;1.28;17059085;7872496;5070159;14535;4101895;4101451;444;0;conventional;StLouis
50;11/01/2015;1.29;16491761;7929259;4105038;6272;4451192;4450970;222;0;conventional;StLouis
51;04/01/2015;1.15;19873526;12571389;3455573;5354;3841210;3840099;1111;0;conventional;StLouis
0;27/12/2015;1.36;4234422;82865;2356051;1441;1794065;1794065;0;0;conventional;Syracuse
1;20/12/2015;1.36;3936515;64668;2223133;1289;1647425;1647425;0;0;conventional;Syracuse
2;13/12/2015;1.32;5038457;77381;3314983;570;1645523;1645523;0;0;conventional;Syracuse
3;06/12/2015;1.17;5063273;87490;3443957;1191;1530635;1530635;0;0;conventional;Syracuse
4;29/11/2015;1.41;3585268;71936;2128535;889;1383908;1383908;0;0;conventional;Syracuse
5;22/11/2015;1.38;3910045;84669;2231440;3438;1590498;1590498;0;0;conventional;Syracuse
6;15/11/2015;1.21;5172593;91237;3423671;2094;1655591;1636480;19111;0;conventional;Syracuse
7;08/11/2015;1.23;5556009;64586;3778865;1284;1711274;1669052;42222;0;conventional;Syracuse
8;01/11/2015;1.16;5509562;106284;3628155;2966;1772157;1737490;34667;0;conventional;Syracuse
9;25/10/2015;1.26;4897160;93577;3044848;1845;1756890;1689334;67556;0;conventional;Syracuse
10;18/10/2015;1.26;4865518;74889;2815556;2165;1972908;1936464;36444;0;conventional;Syracuse
11;11/10/2015;1.32;4517050;105440;2769082;2606;1639922;1586144;53778;0;conventional;Syracuse
12;04/10/2015;1.34;4190406;177742;2269879;1041;1741744;1688411;53333;0;conventional;Syracuse
13;27/09/2015;1.16;5419493;92580;4313943;1965;1011005;998116;12889;0;conventional;Syracuse
14;20/09/2015;1.44;3704575;77555;2729915;2982;894123;849234;44889;0;conventional;Syracuse
15;13/09/2015;1.44;4306060;88230;3069669;4547;1143614;1096058;47556;0;conventional;Syracuse
16;06/09/2015;1.36;4835873;67527;3750492;9712;1008142;1008142;0;0;conventional;Syracuse
17;30/08/2015;1.2;5369967;60115;4393205;10242;906405;906405;0;0;conventional;Syracuse
18;23/08/2015;1.44;4293381;57909;3061605;7791;1166076;1166076;0;0;conventional;Syracuse
19;16/08/2015;1.42;4424545;61941;3228272;8200;1126132;1126132;0;0;conventional;Syracuse
20;09/08/2015;1.35;5109498;51089;3959711;12727;1085971;1085971;0;0;conventional;Syracuse
21;02/08/2015;1.48;4100044;72258;2666177;21989;1339620;1339620;0;0;conventional;Syracuse
22;26/07/2015;1.23;5994727;87802;4154146;33492;1719287;1719287;0;0;conventional;Syracuse
23;19/07/2015;1.38;5942783;59322;3444987;102797;2335677;2335677;0;0;conventional;Syracuse
24;12/07/2015;1.25;7514487;57745;4314780;280938;2861024;2851246;9778;0;conventional;Syracuse
25;05/07/2015;1.45;6892242;79775;3508061;398063;2906343;2884565;21778;0;conventional;Syracuse
26;28/06/2015;1.39;6393881;75570;3024627;296517;2997167;2994056;3111;0;conventional;Syracuse
27;21/06/2015;1.4;6037027;62444;3251125;317319;2406139;2406139;0;0;conventional;Syracuse
28;14/06/2015;1.35;6518456;54763;2734054;273716;3455923;3455923;0;0;conventional;Syracuse
29;07/06/2015;1.22;6977651;63201;4182539;3187;2728724;2728724;0;0;conventional;Syracuse
30;31/05/2015;1.36;6483958;74402;3498562;4453;2906541;2906541;0;0;conventional;Syracuse
31;24/05/2015;1.35;6158426;55981;3457248;3629;2641568;2641568;0;0;conventional;Syracuse
32;17/05/2015;1.44;6964985;74344;4217414;3909;2669318;2652429;16889;0;conventional;Syracuse
33;10/05/2015;1.34;7870838;89913;4489119;2460;3289346;3256181;33165;0;conventional;Syracuse
34;03/05/2015;1.4;5059138;63461;2420146;1881;2573650;2540570;33080;0;conventional;Syracuse
35;26/04/2015;1.4;4881105;76809;2342419;1939;2459938;2436382;23556;0;conventional;Syracuse
36;19/04/2015;1.4;5280083;72111;2488463;4937;2714572;2700947;13625;0;conventional;Syracuse
37;12/04/2015;1.36;4682888;67017;2196157;2637;2417077;2394466;22611;0;conventional;Syracuse
38;05/04/2015;1.38;5001581;71697;2467599;2046;2460239;2434017;26222;0;conventional;Syracuse
39;29/03/2015;1.29;5241971;102084;2885830;4267;2249790;2237748;12042;0;conventional;Syracuse
40;22/03/2015;1.33;4818098;203041;2188443;4348;2422266;2422266;0;0;conventional;Syracuse
41;15/03/2015;1.36;4207858;253442;2048233;1886;1904297;1902075;2222;0;conventional;Syracuse
42;08/03/2015;1.28;4619920;79652;2382137;2535;2155596;2131818;23778;0;conventional;Syracuse
43;01/03/2015;1.32;4789009;72861;2277667;5384;2433097;2427764;5333;0;conventional;Syracuse
44;22/02/2015;1.33;4266265;109861;2144105;4170;2008129;1981685;26444;0;conventional;Syracuse
45;15/02/2015;1.35;3875074;88054;1962176;748;1824096;1811874;12222;0;conventional;Syracuse
46;08/02/2015;1.25;5155701;109376;2636648;1420;2408257;2365813;42444;0;conventional;Syracuse
47;01/02/2015;1.26;5742415;132147;3024388;1424;2584456;2579345;5111;0;conventional;Syracuse
48;25/01/2015;1.37;4451784;81015;2252620;3639;2114510;2072510;42000;0;conventional;Syracuse
49;18/01/2015;1.4;4039155;78984;2475546;2789;1481836;1481836;0;0;conventional;Syracuse
50;11/01/2015;1.45;4201749;98429;2157629;1493;1944198;1944198;0;0;conventional;Syracuse
51;04/01/2015;1.33;4114351;250661;2090501;1668;1771521;1771521;0;0;conventional;Syracuse
0;27/12/2015;0.97;37618798;24632683;3565212;5654;9415249;5585056;3830193;0;conventional;Tampa
1;20/12/2015;1.15;23895084;14637683;2381077;3384;6872940;5071584;1801356;0;conventional;Tampa
2;13/12/2015;0.96;36564392;24229388;4094416;5215;8235373;4201501;4033872;0;conventional;Tampa
3;06/12/2015;1.17;22713121;14540419;2992602;4383;5175717;3325165;1850552;0;conventional;Tampa
4;29/11/2015;0.96;33006095;21339026;4102686;1837;7562546;3678563;3883983;0;conventional;Tampa
5;22/11/2015;0.97;31178491;19466716;3933815;5768;7772192;4693442;3078750;0;conventional;Tampa
6;15/11/2015;1.22;23617867;13848270;3242590;5152;6521855;4352424;2169149;282;conventional;Tampa
7;08/11/2015;1.21;22858531;13574188;3335168;4046;5945129;4075456;1869673;0;conventional;Tampa
8;01/11/2015;0.97;39151443;22832413;7274938;10062;9034030;4444947;4589083;0;conventional;Tampa
9;25/10/2015;1.12;23402390;10904896;5194014;4318;7299162;3599035;3699843;284;conventional;Tampa
10;18/10/2015;1.11;25661000;11209612;5437807;4222;9009359;4937324;4070327;1708;conventional;Tampa
11;11/10/2015;0.88;40222835;17554551;9076727;8058;13583499;4778302;8804912;285;conventional;Tampa
12;04/10/2015;0.89;41383996;18406995;9236674;10653;13729674;5259505;8469884;285;conventional;Tampa
13;27/09/2015;1.13;25212843;9907759;7056514;9997;8238573;4271737;3966836;0;conventional;Tampa
14;20/09/2015;0.88;43296229;18684391;10434466;8800;14168572;5024733;9143839;0;conventional;Tampa
15;13/09/2015;1.1;25737481;9765371;6997838;10206;8964066;5011101;3952965;0;conventional;Tampa
16;06/09/2015;0.91;43652894;20518866;9484192;6326;13643510;6013129;7630381;0;conventional;Tampa
17;30/08/2015;1.2;26257533;12606057;5366574;14912;8269990;6469149;1798034;2807;conventional;Tampa
18;23/08/2015;1.17;26417020;12681740;5487396;6695;8241189;6698623;1542566;0;conventional;Tampa
19;16/08/2015;1.17;28364752;13992345;5015780;6642;9349985;7559935;1790050;0;conventional;Tampa
20;09/08/2015;0.97;42722944;25793036;5804378;16133;11109397;7569410;3539712;275;conventional;Tampa
21;02/08/2015;1.18;27442366;13995079;5064205;17040;8366042;6831239;1534803;0;conventional;Tampa
22;26/07/2015;1.16;26536752;13361512;4815333;11596;8348311;6748010;1600301;0;conventional;Tampa
23;19/07/2015;0.97;42157442;25897292;6171604;13860;10074686;6483087;3591599;0;conventional;Tampa
24;12/07/2015;1.17;28913836;14951003;5492782;10060;8459991;6816321;1613948;29722;conventional;Tampa
25;05/07/2015;0.95;48208856;28243310;7100358;16396;12848792;9154331;3693930;531;conventional;Tampa
26;28/06/2015;1.11;32543449;15703005;5609525;10806;11220113;9429535;1790578;0;conventional;Tampa
27;21/06/2015;0.95;43858150;26282195;5803649;77309;11694997;8051303;3643694;0;conventional;Tampa
28;14/06/2015;1.17;29496430;15283619;3933060;208735;10071016;8232441;1838575;0;conventional;Tampa
29;07/06/2015;0.97;43315231;29579300;3516449;46796;10172686;6586481;3586205;0;conventional;Tampa
30;31/05/2015;1.22;27360996;18164114;1812191;20398;7364293;5787961;1576332;0;conventional;Tampa
31;24/05/2015;0.99;46004138;33141640;3079475;27994;9755029;5834693;3920336;0;conventional;Tampa
32;17/05/2015;1.18;27526008;18228162;1824986;7999;7464861;5850585;1614276;0;conventional;Tampa
33;10/05/2015;1.21;28706869;19783101;2027837;8847;6887084;5303585;1583499;0;conventional;Tampa
34;03/05/2015;0.97;55811322;40196896;3780063;16447;11817916;6241687;5515118;61111;conventional;Tampa
35;26/04/2015;1.19;30413567;20307844;1975732;11814;8118177;6097702;1991586;28889;conventional;Tampa
36;19/04/2015;1.16;28046473;18258222;1955308;13842;7819101;5627947;2191154;0;conventional;Tampa
37;12/04/2015;0.99;42503314;30462285;3073577;17044;8950408;4625146;4325262;0;conventional;Tampa
38;05/04/2015;1.09;35413422;24230765;2633627;19386;8529644;5110507;3419137;0;conventional;Tampa
39;29/03/2015;1.2;25452054;16927636;1856200;9415;6658803;4515564;2143239;0;conventional;Tampa
40;22/03/2015;0.97;44010692;31047340;3291235;10517;9661600;5562332;4099268;0;conventional;Tampa
41;15/03/2015;1.25;25717284;17309966;1998336;6296;6402686;4649552;1753134;0;conventional;Tampa
42;08/03/2015;1.22;25931773;16638380;1909727;6837;7376829;5574785;1802044;0;conventional;Tampa
43;01/03/2015;1;37346194;25808433;2786724;3819;8747218;5076276;3670942;0;conventional;Tampa
44;22/02/2015;1.12;26841549;16759576;2204338;3919;7873716;6219885;1653831;0;conventional;Tampa
45;15/02/2015;1.21;24247865;15411187;2064704;5640;6766334;3412319;3354015;0;conventional;Tampa
46;08/02/2015;1.19;23643437;15519387;2193231;5900;5924919;2551689;3373230;0;conventional;Tampa
47;01/02/2015;0.92;56224253;39203718;5318028;7996;11694511;5053052;6641459;0;conventional;Tampa
48;25/01/2015;1.21;26047123;16129100;3024452;4052;6889519;3032533;3856986;0;conventional;Tampa
49;18/01/2015;1.27;22892062;13214260;3367407;3738;6306657;2500634;3806023;0;conventional;Tampa
50;11/01/2015;1.24;23523108;14223771;3601793;5625;5691919;1960539;3731380;0;conventional;Tampa
51;04/01/2015;0.97;33990913;22634670;3751753;5315;7599175;3344751;4254424;0;conventional;Tampa
0;27/12/2015;0.95;2729798367;962690109;1019789005;118434009;628885244;485040409;125262631;18582204;conventional;TotalUS
1;20/12/2015;0.98;2508364717;871002176;932986185;120102001;584274355;461838966;102504877;19930512;conventional;TotalUS
2;13/12/2015;0.93;2804133538;985505366;1080583891;101616317;636427964;496446213;137144028;2837723;conventional;TotalUS
3;06/12/2015;0.89;2880039657;940546436;1216083862;93183063;630226296;500507736;123395621;6322939;conventional;TotalUS
4;29/11/2015;0.99;2261799938;809480356;900317841;73100841;478900900;390195304;85656034;3049562;conventional;TotalUS
5;22/11/2015;0.96;2511422811;857184980;1038987959;80466283;534783589;417858345;113722984;3202260;conventional;TotalUS
6;15/11/2015;0.92;2859775627;990798127;1169978751;81564154;617434595;485461904;128354673;3618018;conventional;TotalUS
7;08/11/2015;0.97;2848571597;999133031;1219965740;114321459;515151367;405850097;102770197;6531073;conventional;TotalUS
8;01/11/2015;0.97;3104748427;1013870385;1422928682;141092818;526856542;396659725;124622037;5574780;conventional;TotalUS
9;25/10/2015;1.04;2624007211;868395880;1141047834;118811895;495751602;391865843;99972770;3912989;conventional;TotalUS
10;18/10/2015;0.99;2937512360;916209414;1408253961;122025119;491023866;393019818;95219142;2784906;conventional;TotalUS
11;11/10/2015;1;2921619815;882834053;1332657345;161428273;544700144;415347760;122130529;7221855;conventional;TotalUS
12;04/10/2015;1.02;2824350552;835361997;1377565169;120904507;490518879;366489084;118935026;5094769;conventional;TotalUS
13;27/09/2015;1.03;2775350814;845420880;1381991263;106197937;441740734;347649268;88642393;5449073;conventional;TotalUS
14;20/09/2015;1.02;2956908656;942227527;1384604456;111240542;518836131;393827451;118373208;6635472;conventional;TotalUS
15;13/09/2015;1.03;3124583565;987501848;1488807769;111898892;536375056;407266153;122681047;6427856;conventional;TotalUS
16;06/09/2015;1.02;3352648008;1256927714;1424559838;112977119;558183337;436370793;118488895;3323649;conventional;TotalUS
17;30/08/2015;1.07;2976163848;1165097687;1199596083;106035253;505434825;431635247;68581637;5217941;conventional;TotalUS
18;23/08/2015;1.08;2969984561;1128302131;1255152970;90928422;495601038;431801060;61236243;2563735;conventional;TotalUS
